item_id,movie_name,release_timestamp
678,Volcano,25-Apr-1997
679,Conan the Barbarian,01-Jan-1981
680,Kull the Conqueror,29-Aug-1997
681,Wishmaster,01-Jan-1997
682,I Know What You Did Last Summer,17-Oct-1997
683,Rocket Man,01-Jan-1997
684,In the Line of Fire,01-Jan-1993
685,Executive Decision,09-Mar-1996
686,"Perfect World, A",01-Jan-1993
687,McHale's Navy,18-Apr-1997
688,Leave It to Beaver,22-Aug-1997
689,"Jackal, The",01-Jan-1997
690,Seven Years in Tibet,01-Jan-1997
691,Dark City,09-Jan-1998
692,"American President, The",01-Jan-1995
693,Casino,01-Jan-1995
694,Persuasion,25-Sep-1995
695,Kicking and Screaming,01-Jan-1995
696,City Hall,16-Feb-1996
697,"Basketball Diaries, The",01-Jan-1995
698,"Browning Version, The",01-Jan-1994
699,Little Women,01-Jan-1994
700,Miami Rhapsody,01-Jan-1995
701,"Wonderful, Horrible Life of Leni Riefenstahl, The",01-Jan-1993
702,Barcelona,01-Jan-1994
703,Widows' Peak,01-Jan-1994
704,"House of the Spirits, The",01-Jan-1993
705,Singin' in the Rain,01-Jan-1952
706,Bad Moon,01-Nov-1996
707,Enchanted April,01-Jan-1991
708,"Sex, Lies, and Videotape",01-Jan-1989
709,Strictly Ballroom,01-Jan-1992
710,Better Off Dead...,01-Jan-1985
711,"Substance of Fire, The",06-Dec-1996
712,Tin Men,01-Jan-1987
713,Othello,18-Dec-1995
714,Carrington,01-Jan-1995
715,To Die For,01-Jan-1995
716,Home for the Holidays,01-Jan-1995
717,"Juror, The",01-Jan-1996
718,In the Bleak Midwinter,23-Feb-1996
719,Canadian Bacon,01-Jan-1994
720,First Knight,01-Jan-1995
721,Mallrats,01-Jan-1995
722,Nine Months,01-Jan-1995
723,Boys on the Side,01-Jan-1995
724,Circle of Friends,01-Jan-1995
725,Exit to Eden,01-Jan-1994
726,Fluke,01-Jan-1995
727,Immortal Beloved,01-Jan-1994
728,Junior,01-Jan-1994
729,Nell,01-Jan-1994
730,"Queen Margot (Reine Margot, La)",01-Jan-1996
731,"Corrina, Corrina",01-Jan-1994
732,Dave,01-Jan-1993
733,Go Fish,01-Jan-1994
734,Made in America,01-Jan-1993
735,Philadelphia,01-Jan-1993
736,Shadowlands,01-Jan-1993
737,Sirens,01-Jan-1994
738,Threesome,01-Jan-1994
739,Pretty Woman,01-Jan-1990
740,Jane Eyre,05-Apr-1996
741,"Last Supper, The",05-Apr-1996
742,Ransom,08-Nov-1996
743,"Crow: City of Angels, The",30-Aug-1996
744,Michael Collins,11-Oct-1996
745,"Ruling Class, The",01-Jan-1972
746,Real Genius,01-Jan-1985
747,Benny & Joon,01-Jan-1993
748,"Saint, The",14-Mar-1997
749,"MatchMaker, The",01-Jan-1997
750,Amistad,18-Dec-1997
751,Tomorrow Never Dies,01-Jan-1997
752,"Replacement Killers, The",06-Feb-1998
753,Burnt By the Sun,01-Jan-1994
754,Red Corner,01-Jan-1997
755,Jumanji,01-Jan-1995
756,Father of the Bride Part II,01-Jan-1995
757,Across the Sea of Time,01-Jan-1995
758,Lawnmower Man 2: Beyond Cyberspace,01-Jan-1996
759,Fair Game,01-Jan-1995
760,Screamers,01-Jan-1995
761,Nick of Time,01-Jan-1995
762,Beautiful Girls,09-Feb-1996
763,Happy Gilmore,16-Feb-1996
764,If Lucy Fell,08-Mar-1996
765,Boomerang,01-Jan-1992
766,Man of the Year,01-Mar-1996
767,"Addiction, The",01-Jan-1995
768,Casper,01-Jan-1995
769,Congo,01-Jan-1995
770,Devil in a Blue Dress,01-Jan-1995
771,Johnny Mnemonic,01-Jan-1995
772,Kids,01-Jan-1995
773,Mute Witness,01-Jan-1994
774,"Prophecy, The",01-Jan-1995
775,Something to Talk About,01-Jan-1995
776,Three Wishes,01-Jan-1995
777,Castle Freak,01-Jan-1995
778,Don Juan DeMarco,01-Jan-1995
779,Drop Zone,01-Jan-1994
780,Dumb & Dumber,01-Jan-1994
781,French Kiss,01-Jan-1995
782,Little Odessa,01-Jan-1994
783,Milk Money,01-Jan-1994
784,Beyond Bedlam,01-Jan-1993
785,Only You,01-Jan-1994
786,"Perez Family, The",01-Jan-1995
787,Roommates,01-Jan-1995
788,Relative Fear,01-Jan-1994
789,Swimming with Sharks,01-Jan-1995
790,Tommy Boy,01-Jan-1995
791,"Baby-Sitters Club, The",01-Jan-1995
792,Bullets Over Broadway,01-Jan-1994
793,Crooklyn,01-Jan-1994
794,It Could Happen to You,01-Jan-1994
795,Richie Rich,01-Jan-1994
796,Speechless,01-Jan-1994
797,Timecop,01-Jan-1994
798,Bad Company,01-Jan-1995
799,Boys Life,01-Jan-1995
800,In the Mouth of Madness,01-Jan-1995
801,"Air Up There, The",01-Jan-1994
802,Hard Target,01-Jan-1993
803,Heaven & Earth,01-Jan-1993
804,Jimmy Hollywood,01-Jan-1994
805,Manhattan Murder Mystery,01-Jan-1993
806,Menace II Society,01-Jan-1993
807,Poetic Justice,01-Jan-1993
808,"Program, The",01-Jan-1993
809,Rising Sun,01-Jan-1993
810,"Shadow, The",01-Jan-1994
811,Thirty-Two Short Films About Glenn Gould,01-Jan-1993
812,Andre,01-Jan-1994
813,"Celluloid Closet, The",15-Mar-1996
814,"Great Day in Harlem, A",01-Jan-1994
815,One Fine Day,30-Nov-1996
816,Candyman: Farewell to the Flesh,01-Jan-1995
817,Frisk,29-Mar-1996
818,Girl 6,22-Mar-1996
819,Eddie,31-May-1996
820,Space Jam,15-Nov-1996
821,Mrs. Winterbourne,19-Apr-1996
822,Faces,01-Jan-1968
823,Mulholland Falls,26-Apr-1996
824,"Great White Hype, The",03-May-1996
825,"Arrival, The",31-May-1996
826,"Phantom, The",07-Jun-1996
827,Daylight,06-Dec-1996
828,Alaska,21-Aug-1996
829,Fled,19-Jul-1996
830,Power 98,17-May-1996
831,Escape from L.A.,09-Aug-1996
832,Bogus,06-Sep-1996
833,Bulletproof,06-Sep-1996
834,Halloween: The Curse of Michael Myers,01-Jan-1995
835,"Gay Divorcee, The",01-Jan-1934
836,Ninotchka,01-Jan-1939
837,Meet John Doe,01-Jan-1941
838,In the Line of Duty 2,30-Aug-1996
839,Loch Ness,01-Jan-1995
840,Last Man Standing,20-Sep-1996
841,"Glimmer Man, The",04-Oct-1996
842,Pollyanna,01-Jan-1960
843,"Shaggy Dog, The",01-Jan-1959
844,Freeway,23-Aug-1996
845,That Thing You Do!,28-Sep-1996
846,To Gillian on Her 37th Birthday,18-Oct-1996
847,Looking for Richard,11-Oct-1996
848,"Murder, My Sweet",01-Jan-1944
849,Days of Thunder,01-Jan-1990
850,"Perfect Candidate, A",27-Sep-1996
851,Two or Three Things I Know About Her,01-Jan-1966
852,"Bloody Child, The",26-Oct-1996
853,Braindead,01-Jan-1992
854,Bad Taste,01-Jan-1987
855,Diva,01-Jan-1981
856,Night on Earth,01-Jan-1991
857,Paris Was a Woman,08-Nov-1996
858,Amityville: Dollhouse,01-Jan-1996
859,April Fool's Day,01-Jan-1986
860,"Believers, The",01-Jan-1987
861,Nosferatu a Venezia,01-Jan-1986
862,Jingle All the Way,22-Nov-1996
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il)",08-Nov-1996
864,My Fellow Americans,20-Dec-1996
865,"Ice Storm, The",01-Jan-1997
866,Michael,25-Dec-1996
867,"Whole Wide World, The",25-Dec-1996
868,Hearts and Minds,10-Jan-1997
869,Fools Rush In,14-Feb-1997
870,Touch,14-Feb-1997
871,Vegas Vacation,14-Feb-1997
872,Love Jones,14-Mar-1997
873,Picture Perfect,01-Aug-1997
874,Career Girls,08-Aug-1997
875,She's So Lovely,22-Aug-1997
876,Money Talks,22-Aug-1997
877,Excess Baggage,01-Jan-1997
878,That Darn Cat!,14-Feb-1997
879,"Peacemaker, The",01-Jan-1997
880,Soul Food,01-Jan-1997
881,Money Talks,22-Aug-1997
882,Washington Square,01-Jan-1997
883,Telling Lies in America,01-Jan-1997
884,Year of the Horse,01-Jan-1997
885,Phantoms,01-Jan-1998
886,"Life Less Ordinary, A",01-Jan-1997
887,Eve's Bayou,01-Jan-1997
888,One Night Stand,01-Jan-1997
889,"Tango Lesson, The",01-Jan-1997
890,Mortal Kombat: Annihilation,01-Jan-1997
891,Bent,18-Dec-1997
892,Flubber,01-Jan-1997
893,For Richer or Poorer,01-Jan-1997
894,Home Alone 3,01-Jan-1997
895,Scream 2,01-Jan-1997
896,"Sweet Hereafter, The",01-Jan-1997
897,Time Tracers,01-Jan-1995
898,"Postman, The",01-Jan-1997
899,"Winter Guest, The",01-Jan-1997
900,Kundun,25-Dec-1997
901,Mr. Magoo,25-Dec-1997
902,"Big Lebowski, The",26-Dec-1997
903,Afterglow,26-Dec-1997
904,Ma vie en rose (My Life in Pink),26-Dec-1997
905,Great Expectations,01-Jan-1998
906,Oscar & Lucinda,31-Dec-1997
907,Vermin,01-Jan-1997
908,Half Baked,16-Jan-1998
909,Dangerous Beauty,23-Jan-1998
910,Nil By Mouth,06-Feb-1998
911,Twilight,30-Jan-1998
912,U.S. Marshalls,10-Mar-1998
913,Love and Death on Long Island,10-Mar-1998
914,Wild Things,14-Mar-1998
915,Primary Colors,20-Mar-1998
916,Lost in Space,27-Mar-1998
917,Mercury Rising,27-Mar-1998
918,City of Angels,03-Apr-1998
919,"City of Lost Children, The",01-Jan-1995
920,Two Bits,01-Jan-1995
921,Farewell My Concubine,01-Jan-1993
922,Dead Man,10-May-1996
923,Raise the Red Lantern,01-Jan-1991
924,White Squall,01-Jan-1996
925,Unforgettable,23-Feb-1996
926,Down Periscope,01-Mar-1996
927,"Flower of My Secret, The (Flor de mi secreto, La)",08-Mar-1996
928,"Craft, The",26-Apr-1996
929,Harriet the Spy,03-Jul-1996
930,Chain Reaction,31-Jul-1996
931,"Island of Dr. Moreau, The",23-Aug-1996
932,First Kid,30-Aug-1996
933,"Funeral, The",25-Oct-1996
934,"Preacher's Wife, The",13-Dec-1996
935,Paradise Road,18-Apr-1997
936,Brassed Off,13-Jun-1997
937,"Thousand Acres, A",01-Jan-1997
938,"Smile Like Yours, A",01-Jan-1997
939,Murder in the First,01-Jan-1995
940,Airheads,01-Jan-1994
941,With Honors,01-Jan-1994
942,What's Love Got to Do with It,01-Jan-1993
943,Killing Zoe,01-Jan-1994
944,Renaissance Man,01-Jan-1994
945,Charade,01-Jan-1963
946,"Fox and the Hound, The",01-Jan-1981
947,"Big Blue, The (Grand bleu, Le)",01-Jan-1988
948,Booty Call,28-Feb-1997
949,How to Make an American Quilt,01-Jan-1995
950,Georgia,01-Jan-1995
951,"Indian in the Cupboard, The",01-Jan-1995
952,Blue in the Face,01-Jan-1995
953,Unstrung Heroes,01-Jan-1995
954,Unzipped,01-Jan-1995
955,Before Sunrise,01-Jan-1995
956,Nobody's Fool,01-Jan-1994
957,Pushing Hands,01-Jan-1992
958,To Live (Huozhe),01-Jan-1994
959,Dazed and Confused,01-Jan-1993
960,Naked,01-Jan-1993
961,Orlando,01-Jan-1993
962,Ruby in Paradise,01-Jan-1993
963,Some Folks Call It a Sling Blade,01-Jan-1993
964,"Month by the Lake, A",01-Jan-1995
965,Funny Face,01-Jan-1957
966,"Affair to Remember, An",01-Jan-1957
967,Little Lord Fauntleroy,01-Jan-1936
968,"Inspector General, The",01-Jan-1949
969,Winnie the Pooh and the Blustery Day,01-Jan-1968
970,Hear My Song,01-Jan-1991
971,Mediterraneo,01-Jan-1991
972,Passion Fish,01-Jan-1992
973,Grateful Dead,18-Oct-1996
974,Eye for an Eye,01-Jan-1996
975,Fear,12-Apr-1996
976,Solo,23-Aug-1996
977,"Substitute, The",19-Apr-1996
978,Heaven's Prisoners,10-May-1996
979,"Trigger Effect, The",30-Aug-1996
980,Mother Night,01-Nov-1996
981,Dangerous Ground,04-Sep-1996
982,Maximum Risk,13-Sep-1996
983,"Rich Man's Wife, The",13-Sep-1996
984,Shadow Conspiracy,31-Jan-1997
985,Blood & Wine,15-Nov-1996
986,Turbulence,10-Jan-1997
987,Underworld,09-May-1997
988,"Beautician and the Beast, The",07-Feb-1997
989,Cats Don't Dance,26-Mar-1997
990,Anna Karenina,04-Apr-1997
991,Keys to Tulsa,11-Apr-1997
992,Head Above Water,20-Jun-1997
993,Hercules,27-Jun-1997
994,"Last Time I Committed Suicide, The",20-Jun-1997
995,"Kiss Me, Guido",01-Jan-1997
996,"Big Green, The",01-Jan-1995
997,Stuart Saves His Family,01-Jan-1995
998,Cabin Boy,01-Jan-1994
999,Clean Slate,01-Jan-1994
1000,Lightning Jack,01-Jan-1994
1001,"Stupids, The",30-Aug-1996
1002,"Pest, The",07-Feb-1997
1003,That Darn Cat!,14-Feb-1997
1004,Geronimo: An American Legend,01-Jan-1993
1005,"Double vie de Véronique, La (Double Life of Veronique, The)",01-Jan-1991
1006,Until the End of the World (Bis ans Ende der Welt),01-Jan-1991
1007,Waiting for Guffman,31-Jan-1997
1008,I Shot Andy Warhol,01-May-1996
1009,Stealing Beauty,14-Jun-1996
1010,Basquiat,16-Aug-1996
1011,2 Days in the Valley,27-Sep-1996
1012,Private Parts,07-Mar-1997
1013,Anaconda,11-Apr-1997
1014,Romy and Michele's High School Reunion,25-Apr-1997
1015,Shiloh,23-May-1997
1016,Con Air,06-Jun-1997
1017,Trees Lounge,11-Oct-1996
1018,Tie Me Up! Tie Me Down!,01-Jan-1990
1019,"Die xue shuang xiong (Killer, The)",01-Jan-1989
1020,Gaslight,01-Jan-1944
1021,8 1/2,01-Jan-1963
1022,"Fast, Cheap & Out of Control",01-Jan-1997
1023,Fathers' Day,09-May-1997
1024,Mrs. Dalloway,01-Jan-1997
1025,Fire Down Below,01-Jan-1997
1026,"Lay of the Land, The",01-Jan-1997
1027,"Shooter, The",01-Jan-1995
1028,Grumpier Old Men,01-Jan-1995
1029,Jury Duty,01-Jan-1995
1030,"Beverly Hillbillies, The",01-Jan-1993
1031,Lassie,01-Jan-1994
1032,Little Big League,01-Jan-1994
1033,Homeward Bound II: Lost in San Francisco,08-Mar-1996
1034,"Quest, The",26-Apr-1996
1035,Cool Runnings,01-Jan-1993
1036,Drop Dead Fred,01-Jan-1991
1037,Grease 2,01-Jan-1982
1038,Switchback,01-Jan-1997
1039,Hamlet,24-Jan-1997
1040,Two if by Sea,01-Jan-1996
1041,Forget Paris,01-Jan-1995
1042,Just Cause,01-Jan-1995
1043,Rent-a-Kid,01-Jan-1995
1044,"Paper, The",01-Jan-1994
1045,Fearless,01-Jan-1993
1046,Malice,01-Jan-1993
1047,Multiplicity,12-Jul-1996
1048,She's the One,23-Aug-1996
1049,House Arrest,02-Aug-1996
1050,"Ghost and Mrs. Muir, The",01-Jan-1947
1051,"Associate, The",19-Oct-1996
1052,Dracula: Dead and Loving It,01-Jan-1995
1053,Now and Then,01-Jan-1995
1054,Mr. Wrong,16-Feb-1996
1055,"Simple Twist of Fate, A",01-Jan-1994
1056,Cronos,01-Jan-1992
1057,"Pallbearer, The",19-Apr-1996
1058,"War, The",01-Jan-1994
1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,01-Jan-1996
1060,"Adventures of Pinocchio, The",26-Jul-1996
1061,"Evening Star, The",25-Dec-1996
1062,Four Days in September,23-Jan-1998
1063,"Little Princess, A",01-Jan-1995
1064,Crossfire,01-Jan-1947
1065,Koyaanisqatsi,01-Jan-1983
1066,Balto,01-Jan-1995
1067,Bottle Rocket,21-Feb-1996
1068,"Star Maker, The (Uomo delle stelle, L')",01-Mar-1996
1069,Amateur,01-Jan-1994
1070,Living in Oblivion,01-Jan-1995
1071,Party Girl,01-Jan-1995
1072,"Pyromaniac's Love Story, A",01-Jan-1995
1073,Shallow Grave,01-Jan-1994
1074,Reality Bites,01-Jan-1994
1075,"Man of No Importance, A",01-Jan-1994
1076,"Pagemaster, The",01-Jan-1994
1077,Love and a .45,01-Jan-1994
1078,Oliver & Company,29-Mar-1988
1079,Joe's Apartment,26-Jul-1996
1080,Celestial Clockwork,12-Jul-1996
1081,Curdled,27-Sep-1996
1082,Female Perversions,25-Apr-1997
1083,Albino Alligator,17-Jan-1997
1084,Anne Frank Remembered,23-Feb-1996
1085,Carried Away,29-Mar-1996
1086,It's My Party,22-Mar-1996
1087,Bloodsport 2,01-Mar-1996
1088,Double Team,04-Apr-1997
1089,Speed 2: Cruise Control,13-Jun-1997
1090,Sliver,01-Jan-1993
1091,Pete's Dragon,01-Jan-1977
1092,Dear God,01-Nov-1996
1093,Live Nude Girls,01-Mar-1996
1094,"Thin Line Between Love and Hate, A",03-Apr-1996
1095,High School High,25-Oct-1996
1096,Commandments,02-May-1997
1097,"Hate (Haine, La)",09-Feb-1996
1098,Flirting With Disaster,22-Mar-1996
1099,"Red Firecracker, Green Firecracker",01-Jan-1994
1100,What Happened Was...,01-Jan-1994
1101,Six Degrees of Separation,01-Jan-1993
1102,Two Much,01-Jan-1996
1103,Trust,01-Jan-1990
1104,C'est arrivé près de chez vous,01-Jan-1992
1105,Firestorm,09-Jan-1998
1106,"Newton Boys, The",14-Mar-1998
1107,Beyond Rangoon,01-Jan-1995
1108,Feast of July,01-Jan-1995
1109,Death and the Maiden,01-Jan-1994
1110,Tank Girl,01-Jan-1995
1111,Double Happiness,01-Mar-1996
1112,Cobb,01-Jan-1994
1113,Mrs. Parker and the Vicious Circle,01-Jan-1994
1114,Faithful,03-Apr-1996
1115,Twelfth Night,25-Oct-1996
1116,"Mark of Zorro, The",01-Jan-1940
1117,Surviving Picasso,20-Sep-1996
1118,Up in Smoke,01-Jan-1978
1119,Some Kind of Wonderful,01-Jan-1987
1120,I'm Not Rappaport,13-Nov-1996
1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",05-Apr-1996
1122,They Made Me a Criminal,01-Jan-1939
1123,"Last Time I Saw Paris, The",01-Jan-1954
1124,"Farewell to Arms, A",01-Jan-1932
1125,"Innocents, The",01-Jan-1961
1126,"Old Man and the Sea, The",01-Jan-1958
1127,"Truman Show, The",01-Jan-1998
1128,Heidi Fleiss: Hollywood Madam ,09-Feb-1996
1129,Chungking Express,16-Feb-1996
1130,Jupiter's Wife,09-Feb-1996
1131,Safe,01-Jan-1995
1132,Feeling Minnesota,13-Sep-1996
1133,Escape to Witch Mountain,01-Jan-1975
1134,Get on the Bus,16-Oct-1996
1135,"Doors, The",01-Jan-1991
1136,Ghosts of Mississippi,20-Dec-1996
1137,Beautiful Thing,09-Oct-1996
1138,Best Men,01-Sep-1997
1139,Hackers,01-Jan-1995
1140,"Road to Wellville, The",01-Jan-1994
1141,"War Room, The",01-Jan-1993
1142,When We Were Kings,14-Feb-1997
1143,Hard Eight,28-Feb-1997
1144,"Quiet Room, The",02-May-1997
1145,Blue Chips,01-Jan-1994
1146,Calendar Girl,01-Jan-1993
1147,My Family,01-Jan-1995
1148,Tom & Viv,01-Jan-1994
1149,Walkabout,20-Dec-1971
1150,Last Dance,03-May-1996
1151,Original Gangstas,10-May-1996
1152,In Love and War,24-Jan-1997
1153,Backbeat,01-Jan-1993
1154,Alphaville,01-Jan-1965
1155,"Rendezvous in Paris (Rendez-vous de Paris, Les)",28-Jun-1996
1156,Cyclo,02-Aug-1996
1157,"Relic, The",17-Jan-1997
1158,"Fille seule, La (A Single Girl)",30-Oct-1996
1159,Stalker,01-Jan-1979
1160,Love! Valour! Compassion!,16-May-1997
1161,Palookaville,25-Oct-1996
1162,Phat Beach,02-Aug-1996
1163,"Portrait of a Lady, The",27-Dec-1996
1164,Zeus and Roxanne,10-Jan-1997
1165,Big Bully,01-Jan-1996
1166,Love & Human Remains,01-Jan-1993
1167,"Sum of Us, The",01-Jan-1994
1168,Little Buddha,01-Jan-1993
1169,Fresh,01-Jan-1994
1170,Spanking the Monkey,01-Jan-1994
1171,Wild Reeds,01-Jan-1994
1172,"Women, The",01-Jan-1939
1173,Bliss,06-Jun-1997
1174,Caught,27-Sep-1996
1175,Hugo Pool,01-Jan-1997
1176,Welcome To Sarajevo,01-Jan-1997
1177,Dunston Checks In,01-Jan-1996
1178,Major Payne,01-Jan-1994
1179,Man of the House,01-Jan-1995
1180,I Love Trouble,01-Jan-1994
1181,"Low Down Dirty Shame, A",01-Jan-1994
1182,Cops and Robbersons,01-Jan-1994
1183,"Cowboy Way, The",01-Jan-1994
1184,"Endless Summer 2, The",01-Jan-1994
1185,In the Army Now,01-Jan-1994
1186,"Inkwell, The",01-Jan-1994
1187,Switchblade Sisters,17-May-1975
1188,Young Guns II,01-Jan-1990
1189,Prefontaine,24-Jan-1997
1190,That Old Feeling,04-Apr-1997
1191,"Letter From Death Row, A",01-Feb-1998
1192,"Boys of St. Vincent, The",01-Jan-1993
1193,Before the Rain (Pred dozhdot),01-Jan-1994
1194,Once Were Warriors,01-Jan-1994
1195,Strawberry and Chocolate (Fresa y chocolate),01-Jan-1993
1196,"Savage Nights (Nuits fauves, Les)",01-Jan-1992
1197,"Family Thing, A",23-Mar-1996
1198,Purple Noon,28-Jun-1960
1199,Cemetery Man (Dellamorte Dellamore),12-Apr-1996
1200,Kim,01-Jan-1950
1201,Marlene Dietrich: Shadow and Light ,02-Apr-1996
1202,"Maybe, Maybe Not (Bewegte Mann, Der)",19-Jul-1996
1203,Top Hat,01-Jan-1935
1204,To Be or Not to Be,01-Jan-1942
1205,"Secret Agent, The",08-Nov-1996
1206,Amos & Andrew,01-Jan-1993
1207,Jade,01-Jan-1995
1208,Kiss of Death,01-Jan-1995
1209,Mixed Nuts,01-Jan-1994
1210,Virtuosity,01-Jan-1995
1211,Blue Sky,01-Jan-1994
1212,Flesh and Bone,01-Jan-1993
1213,Guilty as Sin,01-Jan-1993
1214,In the Realm of the Senses (Ai no corrida),08-Mar-1976
1215,Barb Wire,03-May-1996
1216,Kissed,18-Apr-1997
1217,Assassins,01-Jan-1995
1218,Friday,01-Jan-1995
1219,"Goofy Movie, A",01-Jan-1995
1220,Higher Learning,01-Jan-1995
1221,When a Man Loves a Woman,01-Jan-1994
1222,Judgment Night,01-Jan-1993
1223,King of the Hill,01-Jan-1993
1224,"Scout, The",01-Jan-1994
1225,Angus,01-Jan-1995
1226,Night Falls on Manhattan,16-May-1997
1227,"Awfully Big Adventure, An",01-Jan-1995
1228,Under Siege 2: Dark Territory,01-Jan-1995
1229,Poison Ivy II,01-Jan-1995
1230,Ready to Wear (Pret-A-Porter),01-Jan-1994
1231,Marked for Death,01-Jan-1990
1232,Madonna: Truth or Dare,01-Jan-1991
1233,Nénette et Boni,01-Jan-1996
1234,Chairman of the Board,01-Jan-1998
1235,"Big Bang Theory, The",01-Jan-1994
1236,"Other Voices, Other Rooms",01-Jan-1997
1237,Twisted,01-Jan-1996
1238,Full Speed,01-Jan-1996
1239,Cutthroat Island,01-Jan-1995
1240,Ghost in the Shell (Kokaku kidotai),12-Apr-1996
1241,"Van, The",27-Jun-1997
1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La)",01-Jan-1991
1243,Night Flier,06-Feb-1998
1244,Metro,17-Jan-1997
1245,Gridlock'd,29-Jan-1997
1246,Bushwhacked,01-Jan-1995
1247,Bad Girls,01-Jan-1994
1248,Blink,01-Jan-1994
1249,For Love or Money,01-Jan-1993
1250,Best of the Best 3: No Turning Back,01-Jan-1995
1251,A Chef in Love,25-Apr-1997
1252,"Contempt (Mépris, Le)",27-Jun-1997
1253,"Tie That Binds, The",01-Jan-1995
1254,Gone Fishin',30-May-1997
1255,Broken English,02-May-1997
1256,"Designated Mourner, The",23-May-1997
1257,"Designated Mourner, The",23-May-1997
1258,Trial and Error,30-May-1997
1259,Pie in the Sky,09-Feb-1996
1260,Total Eclipse,01-Jan-1995
1261,"Run of the Country, The",01-Jan-1995
1262,Walking and Talking,12-Jul-1996
1263,Foxfire,23-Aug-1996
1264,Nothing to Lose,16-Aug-1996
1265,Star Maps,01-Jan-1997
1266,Bread and Chocolate (Pane e cioccolata),01-Jan-1973
1267,Clockers,01-Jan-1995
1268,Bitter Moon,01-Jan-1992
1269,Love in the Afternoon,01-Jan-1957
1270,Life with Mikey,01-Jan-1993
1271,North,01-Jan-1994
1272,Talking About Sex,01-Jan-1994
1273,Color of Night,01-Jan-1994
1274,Robocop 3,01-Jan-1993
1275,Killer (Bulletproof Heart),01-Jan-1994
1276,Sunset Park,26-Apr-1996
1277,Set It Off,25-Sep-1996
1278,Selena,21-Mar-1997
1279,Wild America,04-Jul-1997
1280,Gang Related,01-Jan-1997
1281,Manny & Lo,26-Jul-1996
1282,"Grass Harp, The",11-Oct-1996
1283,Out to Sea,04-Jul-1997
1284,Before and After,23-Feb-1996
1285,Princess Caraboo,01-Jan-1994
1286,Shall We Dance?,01-Jan-1937
1287,Ed,08-Mar-1996
1288,Denise Calls Up,29-Mar-1996
1289,Jack and Sarah,22-Mar-1996
1290,Country Life,01-Jan-1994
1291,Celtic Pride,19-Apr-1996
1292,"Simple Wish, A",11-Jul-1997
1293,Star Kid,16-Jan-1998
1294,Ayn Rand: A Sense of Life,13-Feb-1998
1295,Kicked in the Head,01-Jan-1997
1296,Indian Summer,01-Jan-1996
1297,Love Affair,01-Jan-1994
1298,"Band Wagon, The",01-Jan-1953
1299,Penny Serenade,01-Jan-1941
1300,'Til There Was You,30-May-1997
1301,Stripes,01-Jan-1981
1302,Late Bloomers,06-Jun-1997
1303,"Getaway, The",01-Jan-1994
1304,New York Cop,01-Jan-1996
1305,National Lampoon's Senior Trip,01-Jan-1995
1306,Delta of Venus,01-Jan-1994
1307,Carmen Miranda: Bananas Is My Business,01-Jan-1994
1308,Babyfever,01-Jan-1994
1309,"Very Natural Thing, A",01-Jan-1974
1310,"Walk in the Sun, A",01-Jan-1945
1311,Waiting to Exhale,15-Jan-1996
1312,"Pompatus of Love, The",26-Jul-1996
1313,Palmetto,20-Feb-1998
1314,Surviving the Game,01-Jan-1994
1315,Inventing the Abbotts,04-Apr-1997
1316,"Horse Whisperer, The",25-Dec-1997
1317,"Journey of August King, The",22-Mar-1996
1318,Catwalk,07-Jun-1996
1319,"Neon Bible, The",01-Mar-1996
1320,Homage,03-May-1996
1321,Open Season,10-May-1996
1322,Metisse (Café au Lait),01-Jan-1993
1323,"Wooden Man's Bride, The (Wu Kui)",01-Jan-1994
1324,Loaded,12-Apr-1996
1325,August,12-Apr-1996
1326,Boys,10-May-1996
1327,Captives,16-Sep-1994
1328,Of Love and Shadows,10-May-1996
1329,"Low Life, The",10-May-1996
1330,An Unforgettable Summer,01-Jan-1994
1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The",01-Jan-1995
1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud),01-Jan-1993
1333,Midnight Dancers (Sibak),01-Jan-1994
1334,Somebody to Love,14-Jun-1996
1335,American Buffalo,13-Sep-1996
1336,Kazaam,17-Jul-1996
1337,Larger Than Life,01-Nov-1996
1338,Two Deaths,09-Aug-1996
1339,Stefano Quantestorie,01-Jan-1993
1340,"Crude Oasis, The",01-Jan-1995
1341,Hedd Wyn,01-Jan-1992
1342,"Convent, The (Convento, O)",14-Jun-1996
1343,Lotto Land,01-Jan-1995
1344,"Story of Xinghua, The",01-Jan-1993
1345,"Day the Sun Turned Cold, The (Tianguo niezi)",01-Jan-1994
1346,Dingo,01-Jan-1992
1347,"Ballad of Narayama, The (Narayama Bushiko)",01-Jan-1958
1348,Every Other Weekend,01-Jan-1990
1349,Mille bolle blu,01-Jan-1993
1350,Crows and Sparrows,01-Jan-1949
1351,Lover's Knot,12-Jul-1996
1352,Shadow of Angels (Schatten der Engel),01-Jan-1976
1353,1-900,01-Jan-1994
1354,Venice/Venice,01-Jan-1992
1355,Infinity,04-Oct-1996
1356,Ed's Next Move,04-Oct-1996
1357,For the Moment,01-Jan-1994
1358,The Deadly Cure,16-Sep-1996
1359,Boys in Venice,24-Sep-1996
